詞	頻次	碼（各式，短→長）
再者	4107	iuffjb
守護	4107	quaiox quaiohyx
詞彙量	4106	ioogutbbf iocogubtbbf
買來	4106	mdvtyy
大片	4105	iyjtj
灰色	4105	xvysdl
優酷	4105	yjxiho yjduxihijo
大臣	4104	iyck
大作	4104	iyyki
上週	4104	jiiufz jiiufoz
別忘了	4103	osnilwp
奧斯卡	4102	jukhettf jujvkhevrttf
電力	4102	milcj miiblcj
還未	4101	mzhjr miojzhjr
時間內	4100	bappbuy bfappbuy
背叛	4099	fcdvix fcdvijrx
是否會	4098	byjqoab bfyjqoavb
教訓	4098	fjxion fjpxiojn
小夥子	4097	mbtapi mbtaapi
小伙子	4097	myvypi
那個時代	4096	cpyobayxq cijpyotobfayxq
之旅	4096	qzisk qzisyk
背景的	4095	fcdbimja fcdbiomja fcdbiomjba
要先	4094	ijjfl ijjfjl ihljjfjl
告訴記者	4094	jfoiofiozfjb jfoiorfiozfjb
滬深	4094	wrlwut wrodlwuvt
金庸	4093	yfvreh yfvreuh
還是得	4089	mzbyjya miojzbfyjyba
助力	4089	uejcj uecjcj
航空	4088	junqui juiinquvi
補丁	4087	qkqij qkdqij
太差	4085	iavei iaveji
而且在	4085	jmuexf
手冊	4084	jijuh
快感	4084	mcyrw mcyroxqw
強迫症	4084	sggjbzrfl sgogjbzrfl
丟了	4083	jfgp
光盤	4083	wjljui wjljuini
時間去	4082	bappbfg bfappbfg
格外	4081	txoaq
考到	4080	fjsgn fjsgfn
二十	4079	iit
交付	4079	ivxya
不多說	4078	jqaaiol jqaaiovol
你如果	4078	ymljobt ysmljobt
就一直	4076	iqitui iqituei iomxqituei
絕對不是	4075	gmlnajqby gmpdlnajqby gmpdlnvveajqbfy
自閉症	4075	jdippjrfl jdipptjrfl
印刷	4074	eprmn
顧問	4074	ryvppo ryifvppo
相較於	4074	tdiibxisq tdiibtixisaq
做好了	4074	yxlip ytoxljpip
匯率	4072	cwfigt cwyifigikt
服務員	4072	dpxppjodv dpxppjxjodv
四處	4072	mirxn
公關	4072	vgpph vgppggh
各級	4071	xogmx xogmjx
西醫	4070	ihicyi ihicykni
生產力	4070	jhiixfcj jhiixrjfcj
有意	4070	xdivw xdivbw
打臉	4069	kjday kjdaooy
如何理解	4069	ljoyojebfsuh ljoyojebfsuhph
老爺	4068	fjcvxp fjcvxnep
認識了	4068	iowioqp iopqwioivqp
明亮	4067	bdion bdioun
上一個	4067	jiiiyo jiiiyoto
俄國	4067	yjqoq yjkxqoq yjkxqooxq
變革	4066	ioxhot iogmxhot
都差不多	4064	fpveijqaa fpvejijqaa fjbpvejijqaa
兩款	4063	myyfiy myyfimsy
透過	4062	jtzoz jtpzoz jtpzouoz
用手	4062	uhjij
各家	4060	xoqk xoqujk
到期	4059	gnhed gnhevd gfnhevd
參照	4059	ggebpm gggyebpom
受不了	4059	wuxjqp
學業	4058	finvr finvvhr fxxfinvvhr
日益	4057	bvvi bvvmi
一對一	4056	inai invveai
請教	4056	iodfjx iofdfjpx
予以	4055	pplqy
光子	4055	wjlpi
非法	4054	jeewfg
感受一下	4054	rwwuxif roxqwwuxif
價錢	4054	yhvyfq yhdvyfvxq
如果大家	4053	ljobtiyqk ljobtiyqujk
只說	4052	oviol oviovol
幫到	4051	fimgn fiajmgn fiajmgfn
髮型	4051	fiqihf figeqihnf
買過	4051	mdvoz mdvouoz
雙眼皮	4051	yixdekrx yifyxdekrx
機票	4050	tgqihm tggjqihem
餐飲	4047	takaey taxakaegsy
成品	4046	rqooo rcxqooo
活在	4046	wjoxf wjtoxf
太小	4045	iam
創立	4044	arniv aroniv
登上	4043	ajvjii ajqovjii
怎麼會	4043	kiwrgab kiwrttgavb
第一位	4042	aajiyiv aasjiyiv
划算	4040	xqnaah xqnaadh
老師們	4039	fjcjbmypp
網遊	4039	gmlisz gmuvlisypz
身處	4039	jnjrxn jnejrxn
編程語言	4038	gmhjteiooio gmruhjtoeiodoio
黨員	4038	wumodv wuovmodv
做生意	4038	yxjhiivw yxjhiivbw ytoxjhiivbw
專業性	4037	ibanvrmjf ibganvvhrmjf
開店	4037	pphrto
實例	4037	qvyjn qvyjan quotvyjan
根源	4037	tekwrm tekwrjbm
借用	4037	yhbuh
市區	4036	qmcoo qmcooo
年內	4036	ycjuy
籃板	4035	aaitrx aackitrx
壞人	4034	fiky fimkky
旗下的	4034	isvfja isyhvfja isyhvfjba
德國人	4034	jywoqy jytmwoqy jytmwooxqy
每當	4034	yoiwut yoiwuoot
大家對	4033	iyqkna iyqujknvvea
失控	4033	jiykqi jiykquvi
描繪	4032	khtgmb khotgmavb
這麼高	4031	izrgioo izrgiouo iozrttgiouo
白癡	4031	jbrcy jbrcyky
真實性	4031	tuvqvmjf tuevqvmjf tuevquotvmjf
燃料	4031	vymvtt vydkmvtit
找你	4030	kxqym kxqysm
巴赫	4029	dlfnv dlfnvfv
學分	4029	fivp fxxfivp
不死	4029	jqjac
謝謝大家	4028	ioaioaiyqk iojnaiojnaiyqk iojnaiojnaiyqujk
上海的	4028	jiiwyija jiiwyoija jiiwyoijba
我都會	4028	jkqfpab jkxqfjbpavb
趕快	4027	ftfmcy ftybfmcy
十一	4026	ti
品味	4025	oooohq oooohjq
座位	4025	ryfyiv ryyfyiv
多一點	4023	aaivo aaivfmto
水的	4023	kja kjba
單子	4023	ootpi oobtpi
瓶頸	4023	vhqilv vhlzqilllv
太低	4021	iaycq iaycxq
這事兒	4021	iziojfel izioejfejl iozioejfejl
既是	4020	eglby egxlby egxlbfy
很多朋友	4019	jkaaddxx jyekaaddxx
聽歌	4019	newioy neetwioojy
成龍	4019	rqive rqivdse rcxqivdse
走上	4017	ftyjii
轉基因	4017	ibahefok ibtbahevfok
真人	4017	tuvy tuevy
牙膏	4016	fjiod fjiouod
請不要	4016	iodjqij iofdjqij iofdjqihlj
實話	4016	qvioo quotviojto
應用的	4016	rywuhja ryyiwuhjba
運營商	4014	ubzvyoivo ubtzvyvyoivuvo
光速	4013	wjltoz
最優	4012	bnxyjx bnexyjdux
再把	4012	iufkdl
快速的	4012	mcytozja mcytozjba
臥槽	4011	ckytub ckytuhb
感悟	4009	rwmdo roxqwmdo
強烈推薦	4008	sggjamkyfhrm sgogjanmkyifhrhsm
退款	4006	ekzfiy ekzfimsy
我們應該	4006	jkqypprywioy jkxqyppryyiwioigy
書的	4005	efbja efbjba
收割	4005	nxqun nxqueon
叫做	4005	onyx onytox
預言	4005	ppvio ppjdvio
我估計	4004	jkqytoiot jkxqytoiot
劉翔	4003	gpnvei gpvfnvejci
更多的人	4003	ibxaajay ibxaajbay
衣物	4002	ijkjhj ijkjhsj
反觀	4002	rxhol rxhooyl
下架	3999	fcjt fcjot
厭惡	3998	rbqihw rbdkqihw
支持的	3998	txkfaja txkfajba
監獄	3997	ckixjq ckamixjioq
不太一樣	3997	jqiaitk jqiaitveqk
想問	3997	tdwppo
佩服	3997	ynmdpx
清醒	3996	wfdihf wfdihibf
下面這個	3995	fjoiizyo fjoniizyo fjoniiozyoto
三國志	3995	iiioqfw iiiooxqfw
站點	3995	ivovo ivtovo ivtovfmto
本科畢業	3995	tjijttbhhnvr tjrijtitbhhnvvhr
講義	3994	iofveq iohufvejkq
兩類	3994	myyvtv myyvtkqv
抵制	3993	kcqjin kcxqjimn
閨蜜	3992	ppfqug ppffquwjg
一件事情	3991	iyjhiojmfd iyjhioejmfd
沒有太多	3990	wxxdiaaa wsxxdiaaa
舍友	3989	yfoxx
調劑	3988	iooiyn ioufoiypgn
出血	3988	uwjmi
彎曲	3987	iisuh iiogsuh
這輩子	3987	izjetpi izjeebtpi iozjeebtpi
分公司	3987	vpvgco
失眠	3986	jiydcx jiydclx
小號	3986	mosn mosrn
收拾	3986	nxkao
定理	3986	quyebf qufyebf
分化	3983	vpyc
特有	3980	jhaxd jhfaxd
緣故	3979	gmktox gmgjktox
誰知道	3978	iofykovz ioyifykovz ioyifykovjdz
一味	3978	iohq iohjq
從頭到尾	3978	jyiovgnrjl jyiovjvgnrjil jyyyyiovjvgfnrjil
迎來	3977	cpztyy
喜劇	3977	foorjn fovorjkn
統統	3977	gmlgml gmiglgmigl
想讓	3977	tdwiok tdwioiok
座椅	3976	ryftkj ryyftkoj
機遇	3976	tgqbuz tggjqbugz
話費	3975	ioosnv ioosndv iojtosndv
不同意	3974	jquoivw jquoivbw
生活費	3972	jhiwjosnv jhiwjtosndv
最後是	3971	bnxjxby bnexjxby bnexjygxbfy
稍等	3971	jtdaaa jtwdaafa
原生	3971	rjmjhi rjbmjhi
滅絕	3971	wrqgml wrvyqgmpdl
要不是	3970	ijjqby ihljjqbfy
可以被	3970	iojlqyqkx iojlqyqkrx
不低	3970	jqycq jqycxq
十年前	3970	tycjvdn
遵守	3970	vhzqua vhiazqua
漲價	3969	wskyhv wsfikyhdv
老太太	3968	fjciaia
看到一個	3967	jigniyo jijdigfniyoto
全方位	3967	yeisyiv
伴隨	3967	yvhpxz yvhpxidz
事業單位	3966	iojnvrootyiv ioejnvvhroobtyiv
中級	3966	qgmx qgmjx
想來	3966	tdwtyy
你都	3966	ymfp ysmfjbp
大海	3965	iywyi iywyoi
最大化	3964	bnxiyyc bnexiyyc
勤奮	3964	hojkyt hofcjkyift
特別多	3964	jhaosnaa jhfaosnaa
入選	3964	jqzzz jqzzhvz
原材料	3964	rjmttjvtt rjbmttjvtit
倉位	3963	aroyiv
就該	3963	iqioy iomxqioigy
搭載	3963	khofbq khaofbtxq
恰恰是	3962	maomaoby maomaobfy
哪家	3962	opqk ocijpqujk
分析師	3961	vptrtjbm
青少年	3960	fdmjycj
依次	3959	yikisy yijkisy
哪天	3958	opixr ocijpixr
成就感	3958	rqiqrw rcxqiomxqroxqw
錢包	3958	yfqsz yfvxqsz
跟不上	3957	otkjqjii otlekjqjii
曾在	3956	vvbxf
電壓	3955	milrbf miiblrbdkf
實物	3955	qvjhj qvjhsj quotvjhsj
但不是	3954	ybijqby ybijqbfy
我很喜歡	3953	jkqjkfoohoy jkqjkfovohooyy jkxqjyekfovohooyy
也不算	3953	pljqaah pljqaadh
根本不是	3953	tektjijqby tektjrijqby tektjrijqbfy
畫家	3952	efiqk efotiqk efotiqujk
舉動	3952	fshjbj fsfvhjbfcj
護理	3950	ioxebf iohyxebf
小小	3950	mm
在看	3950	xfji xfjijdi
加息	3949	cjojdw
貨物	3949	ycvjhj ycdvjhsj
把她	3948	kdlll kdlljpl
電視臺	3948	milqmlfof miiblqmdjlfougf
冬季	3948	xijti xijtpi
降價	3947	pxhyhv pxhyhdv
是種	3946	byjtf byjtjbf bfyjtjbf
是把	3946	bykdl bfykdl
站起來	3946	ivofztyy ivtofztyy ivtoftyztyy
也將	3946	plka plkda
尺度	3945	rqrhx
長相	3944	fiktdi
給到	3943	gmogn gmaogn gmaogfn
滿足了	3943	whyotyp whmyyotyp
都用	3942	fpuh fjbpuh
這張專輯	3942	izsfkibaibe izsfikibgaibtoe iozsfikibgaibtoe
拍出	3941	kjbuw
美隊	3940	vekpvk vekpvjk
源自	3940	wrmjdi wrjbmjdi
看病	3939	jiruy jijdiruy
好人	3939	liy ljpiy
努力的	3939	ljjcjja ljxcjcjja ljxcjcjjba
化妝	3939	ycklj
着實	3938	veiqv vejdiqv vejdiquotv
視力	3937	qmlcj qmdjlcj
活下去	3937	wjoffg wjtoffg
高了	3936	ioop iouop
新型	3936	ivtihf ivtrtihnf
深刻的	3936	wutignja wuvtigynja wuvtigynjba
幹掉	3935	tbfktt tbtyfktbt
一衆	3934	ijmk ijmyjk
資料夾	3934	isvvttkyy isydvvtitkyy
文件夾	3934	ixyjhkyy
前方	3934	vdnis
侵刪	3934	yexunn yeuxunn
節日	3933	aapb aaegpb
單品	3933	ootooo oobtooo
愚蠢	3932	buweyg bugweybog
對不對	3932	najqna nvveajqnvvea
癲癇	3932	rcvrpd rcdlvrppd
顯而易見	3930	bgvjmbsjdjl bggmvjmbsjdjl
杯子	3930	tjqpi
大衛	3929	iyjyj iyjydoj
生理	3928	jhiebf
追蹤	3927	jbzoty jbzotljy
也有人	3927	plxdy
上海市	3926	jiiwyiqm jiiwyoiqm
管理者	3925	aabebffjb aaqubebffjb
近似	3925	rtzyly rtzylqy
能打	3924	gckj gdcckj
再也	3924	iufpl
客觀的	3924	quoholja quxohooylja quxohooyljba
是用來	3923	byuhtyy bfyuhtyy
基礎設施	3923	hefjoyioxisl hevfjottyionxisypl
夫妻	3923	iiyiej iiyielj
召喚	3922	poosk poosuvk
鏡子	3922	yflpi yfvilpi
每人	3922	yoiy
冥想	3920	ubvtdw ubivtdw
去吧	3919	fgol fgodl
參觀	3919	ggehol gggyehooyl
優惠券	3919	yjxibwvip yjduxibgwviyp
漢武帝	3918	whyitqivm whoiyitlqivum
諾基亞	3917	ioohefihi iohjohevfihi
死去	3917	jacfg
受損	3917	wuxkov wuxkodv
最喜歡	3916	bnxfoohoy bnexfovohooyy
網通	3916	gmlpuz gmuvlpuhz
大學畢業	3916	iyfibhhnvr iyfibhhnvvhr iyfxxfibhhnvvhr
回到了	3916	oognp oogfnp
獲利	3915	xjxjtn xjhyxjtn
類目	3914	vtvdi vtkqvdi
科室	3913	jttquf jtitqugf
再見	3912	iufdjl
膠片	3911	djejtj djijejtj
打交道	3911	kjivxvz kjivxvjdz
開啓了	3911	pphrxop
滿滿的	3911	whywhyja whmyywhmyyja whmyywhmyyjba
比較小	3909	ccibxm ccibtixm
慶幸	3909	rhxfvf rhwxfvf
分辨	3909	vpivf vpivxyf
肌膚	3907	dnrod dnrotd
龍珠	3907	iveejt ivdseejt
唯獨	3906	oyfxjg oyifxjmsg
題庫	3905	bfvrbt bfyjvrbt
堅持下去	3905	ckfkfaffg ckxfkfaffg
四種	3905	mijtf mijtjbf
本事	3905	tjiioj tjriioej
背的	3903	fcdja fcdjba
往下	3903	jyef jyqef
它會	3903	qucab qucavb
主觀題	3902	qeholbfv qehooylbfyjv
出現過	3902	uwedloz uwedjloz uwedjlouoz
身體素質	3901	jnjouvfgmrtv jnejouduvfgmrtrtv
兔子	3900	soqpi sojqpi
促使	3900	yoyyox yotyyox
拿去	3899	aojfg aojijfg
那一年	3899	cpiycj cijpiycj
載體	3899	fbqouv fbtxqouduv
中科院	3899	qjttpql qjtitpqujl
養老金	3899	vekfjcyfv vevqkfjcyfv
一直都是	3898	ituifpby itueifpby itueifjbpbfy
靜態	3897	fdjgdw fdwejgdccw
這麼久	3897	izrgjjr iozrttgjjr
展示了	3897	rhkimp
場上	3895	fbjjii fbsjjii
大夫	3895	iyiiy
招商	3895	kpoivo kpoivuvo
專屬	3894	ibarkg ibgarkmsg
嘴巴	3894	othdl otlchdl
深蹲	3894	wutota wuvtotlva
金融學	3894	yfviogfi yfviouvgfi yfviouvgfxxfi
零售	3893	mipyio miiapyifo
力學	3891	cjfi cjfxxfi
疑似	3891	cyyyly cykpyylqy
路邊	3891	otojdz otlxojdquz
低的	3890	ycqja ycxqja ycxqjba
加持	3888	cjokfa
未能	3888	hjrgc hjrgdcc
在那	3888	xfcp xfcijp
繁瑣	3888	yomewv yoixmewdv
裁員	3887	fiqodv fijkqodv
一來	3887	ityy
生的	3887	jhija jhijba
放出	3886	isxuw
有多少人	3886	xdaamjy
詳情	3885	iofmfd iovfmfd
通常會	3884	puzwumab puhzwuomab puhzwuomavb
發展到	3882	axrhkgn ajqsxrhkgfn
小人	3881	my
之際	3881	qzpdm qzpdzim
又一次	3881	xiisy
着重	3880	veijbf vejdijbf
家居	3879	qkrto qujkrto
十二	3879	tii
思維方式	3878	otwgmfisiiq otwgmyifisiiq
在不斷	3877	xfjqggt xfjqggggt
要從	3876	ijjy ihljjyyyy
追逐	3875	jbzjkz
完全不同	3875	qulyejquo quijlyejquo
招牌	3874	kpokjt kpokjbjt
省份	3874	mjiyvp mjdiyvp
上架	3873	jiicjt jiicjot
當個	3873	wutyo wuootyo wuootyoto
背了	3872	fcdp
參見	3872	ggedjl gggyedjl
減少了	3872	wrqmjp wroxqmjp
奴隸	3871	ljxtik ljxtimek
你沒有	3871	ymwxxd ysmwsxxd
先來	3870	jfltyy jfjltyy
他把	3870	ylkdl yplkdl
已經不是	3869	clgmijqby clgmllijqby clgmllijqbfy
拉到	3869	kivgn kivgfn
實木	3869	qvtjr quotvtjr
所能	3869	rrtgc rrtgdcc
獵人	3869	xjly xjllly
迅雷	3869	ztzmit ztzmiiot
音樂節	3867	ivbjbtaap ivbjbggtaaegp
祖先	3867	qmejfl qmuejfjl
必定	3867	wjquy wjqufy
球星	3866	ekqbjf
高效的	3866	iooivxja iouoivxxja iouoivxxjba
積極的	3866	jtvtsija jtfdvtsoxija jtfdvtsoxijba
商業銀行	3865	ivonvryfkjj ivuvonvvhryfvekjj ivuvonvvhryfvekjyij
實質	3865	qvrtv qvrtrtv quotvrtrtv
盡力	3864	eticj etmmicj
二氧化碳	3864	iiaqfycjoy iiaqvfycjowxy
儘力	3864	yeicj yetmicj
葉子	3863	hhtpi hhltpi
清爽	3862	wfdkxx wfdkxxxx
領英	3861	apvhuk apjdvhuk
也罷	3861	plmgc plmgdcc
在讀	3860	xfiov xfiofmv
你是否	3860	ymbyjqo ysmbfyjqo
很好地	3859	jklifpl jyekljpifpl
美軍	3859	vekubt
傻逼	3859	yjxioz yjoxxiootz
語境	3858	ioofil iodofivbl
單曲	3858	ootuh oobtuh
成功率	3858	rqicjigt rqicjigikt rcxqicjigikt
格鬥	3858	txojej txojeej
金融市場	3858	yfviogqmfbj yfviouvgqmfbsj
射擊	3857	jnaibj jnejaibwnj
沒有意義	3857	wxxdivwveq wxxdivbwvejkq wsxxdivbwvejkq
發掘	3856	axkrw axkruw ajqsxkruw
讓用戶	3856	iokuhqr ioiokuhqr
適量	3856	ivzbbf ivutzbbf
錯過了	3856	yfbozp yfvhbozp yfvhbouozp
排在	3854	keexf
跑路	3854	otzoto otlszotlxo
美帝	3853	vekivm vekivum
年級	3852	ycjgmx ycjgmjx
夫婦	3850	iiyljm iiyljeum
也曾	3850	plvvb
這支	3848	iztx ioztx
交易系統	3848	ivxbsjjgmgml ivxbsjjgmgmigl
字形	3848	quiihe qupiihe
籌碼	3847	aaajom aafjajoshm
間接	3847	ppbkij ppbkivlj
玩玩	3846	eileil eijleijl
她也	3844	llpl ljplpl
密集	3844	quwyit quwjwyift
繪本	3843	gmbtji gmavbtjri
四級	3842	migmx migmjx
吸引人	3842	ojxsjy
局長	3842	rcofik
激光	3841	wjxwjl wjbixwjl
小遊戲	3840	miszroq misypzrovxq
筆畫	3839	aahefi aaehefoti
占用	3838	touh
錯覺	3838	yfbfxl yfvhbfxl yfvhbfxxfl
佔用	3838	ytouh
星空	3837	bjfqui bjfquvi
講述了	3837	ioftqzp iohuftqzp
肯定有	3837	tldquyxd tldqufyxd
書記	3836	efbioz
腐敗	3836	ryydvx ryauydvx
這個地方	3834	izyofplis iozyotofplis
這一個	3833	iziyo ioziyoto
雲計算	3833	migiotaah miiigiotaadh
進入到	3833	yizjqgn yifzjqgn yifzjqgfn
天地	3832	ixrfpl
我是個	3832	jkqbyyo jkxqbfyyoto
轉化率	3831	ibaycigt ibtbaycigikt
鄉村	3830	gqpta gqegpta
彈幕	3830	sothbm soobthbkm
整個人	3830	tolyoy toxflyoy toxflyotoy
理工科	3829	ebfijijtt ebfijijtit
不出來	3829	jquwtyy
傳輸	3827	ybaibn ybgaibtan
介紹的	3827	yngmoja yngmpoja yngmpojba
可靠	3826	iojjfe iojjfoee
已然	3825	cldm cldkqm
熱鬧	3825	fvmjem fvfamjeejm
一個星期	3825	iyobjfhed iyobjfhevd iyotobjfhevd
處處	3825	rxnrxn
偏愛	3825	yrhwux yruhwuwx
大力	3824	iycj
心想	3824	jlqtdw jlqqtdw
快要	3824	mcyij mcyihlj
喝水	3824	oblk obsylk
簽證	3823	aayiov aaaoyioajv
甚至有	3822	helgfxd hevlgfxd
懶得	3822	mtvjya mtopvjya mtopvjyba
幾個小時	3821	gqyomba ggjqqyotombfa
一臉	3821	iday idaooy
這座	3820	izryf izryyf iozryyf
不停地	3820	jqyijfpl jqyioujfpl
事先	3819	iojjfl ioejjfjl
躺在	3819	jnoxf jnejoxf
組建	3818	gmeehz gmueehz
油脂	3818	wufdcb
低頭	3818	ycqiov ycxqiovjv
三分之一	3817	iiivpqzi
差評	3817	veiiot vejiiovt
但我覺得	3817	ybijkqfxljya ybijkxqfxxfljyba
重建	3816	jbfehz
大家也	3815	iyqkpl iyqujkpl
有錢人	3815	xdyfqy xdyfvxqy
損壞	3814	kovfik kodvfimkk
恰恰	3814	maomao
局勢	3812	rcofvj rcofvfaj
不爽	3810	jqkxx jqkxxxx
聽見	3810	newdjl neetwdjl
局限	3810	rcopek
住宅	3810	yqequf yqequjf
侷限	3810	yropek yrcopek
攜程	3809	kwojte kwyiojtoe
標配	3809	thmihz themihiz
訴訟	3808	iofiog iorfiovg
啞鈴	3807	ohiyfp ohiyfvap
來着	3807	tyyvei tyyvejdi
當了	3807	wutp wuootp
皇上	3806	jbejii
哲學家	3806	krofiqk krtofiqk krtofxxfiqujk
宇航員	3806	qujjunodv quijjuiinodv
沙漠	3805	wmjwhk wmjwhbk
交往	3802	ivxjye ivxjyqe
不同的是	3802	jquojaby jquojbabfy
作弊	3802	ykivmh ykivmvxh
推翻	3801	kyfjvi kyifjvtoi
朝着	3801	tbdvei tbtdvejdi
要麼就是	3799	ijrgiqby ihljrttgiomxqbfy
本就	3797	tjiiq tjriiq tjriiomxq
大面積	3795	iyjoijtv iyjonijtfdv
醫學院	3793	cyifipql cyknifipqujl cyknifxxfipqujl
地產	3793	fplixf fplixrjf
極具	3793	tsiuev tsoxiuev
歸納	3791	jbmgmy jbtlmgmuy
感性	3791	rwmjf roxqwmjf
焦點	3790	yimvo yifmvo yifmvfmto
假如你	3790	yrxljoym yricxljoym yricxljoysm
比別人	3789	ccosny
一個字	3789	iyoqui iyoqupi iyotoqupi
三者	3788	iiifjb
熱水	3786	fvmk fvfamk
辯論	3786	ivfioh ivxifioauh
不強	3786	jqsgg jqsgog
錯的	3786	yfbja yfvhbja yfvhbjba
上門	3785	jiipp
只做	3785	ovyx ovytox
違約	3784	dozgma dohzgma
我經常	3784	jkqgmiwum jkqgmlliwuom jkxqgmlliwuom
反映了	3784	rxbukp
回來了	3783	ootyyp
截至	3782	fyqgf fyifqgf
出處	3782	uwrxn
無數的	3782	ymmbqxja ymmbqljxja ymmbqljxjba
原來是	3781	rjmtyyby rjbmtyyby rjbmtyybfy
享有	3778	ioixd iopixd
高一	3778	iooi iouoi
拉開	3778	kivpph
疲勞	3778	rrxvyj rrxvyvyj
高爾夫	3777	ioovmxiiy iouovmxxxiiy
上天	3777	jiiixr
一體	3776	iouv iouduv
好事	3775	liioj liioej ljpiioej
肯定要	3775	tldquyij tldqufyij tldqufyihlj
帶入	3774	xhmjq xhlumjq
知識體系	3774	ykoioqouvjgm ykoioivqouduvjgm
現代人	3773	edlyxqy edjlyxqy
打死	3773	kjjac
口號	3773	oosn oosrn
遇上	3772	buzjii bugzjii
飾演	3771	aemwqv aegymwquuv
不可避免	3771	jqiojrozsol jqiojroivzsojl
才算	3771	tjaah tjaadh
多餘的	3770	aaaemja aaaegymja aaaegymjba
談話	3770	ioyioo iovyyioo iovyyiojto
回想	3770	ootdw
月初	3769	dqkp
調侃	3769	iooyol ioufoyonl
名人	3768	aoy
車的	3768	ibtja ibtjba
操縱	3768	kotgmy koootgmjyy
洗衣機	3768	wjlijktgq wjfjlijktggjq
活力	3768	wjocj wjtocj
講故事	3767	ioftoxioj iohuftoxioej
口中	3767	oq
刺客	3767	tunquo tunquxo
勝率	3765	dvjigt dviyjigikt
並不多	3765	vnvjqaa
城堡	3764	frqyof frcxqyotf
增速	3764	fvbtoz fvvbtoz
蒸汽	3763	hpmwaz hpjkmwaz
很舒服	3763	jkyfpdpx jkyfoppdpx jyekyfoppdpx
是不能	3761	byjqgc bfyjqgdcc
驚訝	3761	hsmioj hsoxmiofj
我所	3761	jkqrrt jkxqrrt
拒絕了	3760	kccgmlp kccgmpdlp
修煉	3760	nxevyv nxevytv
修鍊	3760	nxeyfv nxeyfvtv
農曆	3760	uhkrjb uhrikrjtjb
在使用	3760	xfyoxuh
獨家	3760	xjgqk xjmsgqk xjmsgqujk
我們將	3759	jkqyppka jkxqyppkda
哎呀	3758	ohxofj
反而會	3758	rxjmab rxjmavb
堅強	3757	ckfsgg ckxfsgog
教堂	3757	fjxwuf fjpxwuof
全靠	3757	yejfe yejfoee
重組	3756	jbfgme jbfgmue
兵力	3755	jkvcj
就意味着	3754	iqivwohqvei iqivbwohjqvejdi iomxqivbwohjqvejdi
禮拜	3754	qmvjit qmuhvjijet
勞動力	3754	vyjjbjcj vyvyjjbfcjcj
存檔	3754	xpitwt xpitwuot
迎合	3753	cpzao
終點	3752	gmivo gmxivo gmxivfmto
可以實現	3750	iojlqyqvedl iojlqyqvedjl iojlqyquotvedjl
實用的	3750	qvuhja quotvuhjba
處理器	3750	rxnebfooo rxnebfookqo
有多麼	3749	xdaarg xdaarttg
看重	3747	jijbf jijdijbf
平行	3746	ivtjj ivtjyij
佩戴	3746	ynmfoq ynmfothq
女方	3745	ljis
保持着	3745	yotkfavei yotkfavejdi
招收	3744	kponx
邊上	3742	jdzjii jdquzjii
定律	3741	quyjyh qufyjyeh
應該如何	3741	rywioyljoyoj ryyiwioigyljoyoj
有人問	3741	xdyppo
昂貴	3740	bcpqdv
不會再	3740	jqabiuf jqavbiuf
地形	3739	fplihe
經過了	3739	gmiozp gmlliozp gmlliouozp
認可的	3738	iowiojja iopqwiojja iopqwiojjba
新建	3738	ivtehz ivtrtehz
平穩	3738	ivtjtw ivtjtwiw
在用	3738	xfuh
民謠	3736	clxiow clxiodyw
這個事	3736	izyoioj izyoioej iozyotoioej
通訊	3735	puziot puhziozt
不起	3734	jqfz jqftyz
那些人	3733	cptliy cptlciy cijptlciy
胸口	3733	dsuo dsxuo
支援	3733	txkwx txkwix
優缺點	3733	yjxywyvo yjduxywcyvo yjduxywcyvfmto
最先	3732	bnxjfl bnexjfjl
終究	3730	gmiquz gmxiquvjz
纔知道	3729	gmqykovz gmsoqykovz gmsoqykovjdz
於是就	3729	isqbyiq isaqbyiq isaqbfyiomxq
在公司	3729	xfvgco
因人而異	3728	okyjmotv okyjmothv
應有	3728	rywxd ryyiwxd
分量	3728	vpbbf
不靠譜	3727	jqjfeiob jqjfoeeiovnb
半個小時	3727	vhyomba vhyotombfa
混動	3727	wbcjbj wbccjbfcj
不要太	3726	jqijia jqihljia
賣掉	3725	fmvktt fmdvktbt
裏邊	3725	ikjdz ikjdquz ibfjkjdquz
競品	3724	ivlooo ivojlooo
全都是	3724	yefpby yefjbpbfy
而你	3723	jmym jmysm
網盤	3722	gmljui gmuvljuini
全民	3722	yeclx
還被	3721	mzqkx mzqkrx miojzqkrx
我給	3720	jkqgmo jkqgmao jkxqgmao
這叫	3718	izon iozon
新東方	3718	ivttbis ivtrttbis
乘坐	3718	jtcyyf jtfcyyf
學生們	3715	fijhiypp fxxfijhiypp
境外	3715	filaq fivblaq
光榮	3715	wjlvyt wjlvyvyt
顛覆	3714	cdvihx cdlvvihjyx
音效	3713	ivbivx ivbivxx
擔當	3713	ksowut ksrvowuoot
好喝	3713	liobl liobsyl ljpiobsyl
還包括	3713	mzszkjo mzszkjto miojzszkjto
他們對	3712	ylyppna yplyppnvvea
超強	3711	ftosgg ftyposgog
電臺	3711	milfof miiblfougf
逼格	3710	ioztxo iootztxo
奇蹟	3710	kojotv kojotlfv
奇跡	3710	kojotv kojotliv
邪惡	3709	fjpihw
牧師	3709	jhxjbm
很多地方	3708	jkaafplis jyekaafplis
瀉藥	3708	wqmhjt wqufmhjbgt
